"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G78930",36.4345339570181,2.28357949580252,1.67426438471303,1.36393004393624,0.172589584009561,0.372429848449942
"AT1G71695",435.658659942505,0.540779160481569,0.424821174236431,1.27295717181132,0.203033239919339,0.412019286872963
"AT1G56250",526.043882013941,12.5923897030829,1.25446345664153,10.0380681768088,1.03684806536127e-23,6.69803850223384e-22
"AT1G69810",0.426764985313984,2.29264283790855,4.01994184106977,0.570317414666487,0.568462431509003,NA
"AT1G72450",546.614012602481,2.70694589830597,0.321285246485214,8.42536633075852,3.59623319918514e-17,1.451979154171e-15
"AT1G76280",123.20043734658,-0.326080483263392,0.61521545832398,-0.530026479100065,0.596093572020013,0.780288727465674
"AT1G56233",0.104390136410774,-0.888861202395605,4.07787327817204,-0.217971756786432,0.827451117156888,NA
"AT1G15210",7.56038926751681,0.856982732534561,1.75738486755079,0.48764658690211,0.625800191207481,0.797835507117577
"AT1G15250",60.5731076995741,1.62301644697461,0.854376040631878,1.89965117206969,0.05747891206212,0.17842092617681
"AT1G79700",132.402896795835,-2.60948209287235,0.751374896687601,-3.47294287362557,0.00051478491442824,0.00387689053430802
"AT1G73360",9.1950392806954,-1.50301988041935,1.79652682367881,-0.836625348761321,0.40280319244506,0.626151692822706
"AT1G26670",250.951966659025,0.216058260065714,0.405215760895555,0.533193130465137,0.59389989633213,0.779860530402639
"AT1G52200",170.059603640455,5.32029424532719,0.704153352700954,7.55559030560585,4.16964400331131e-14,1.2826619172091e-12
"AT1G69460",217.801872897406,-0.723619421461506,0.474078912103932,-1.52636914021366,0.126917958566296,0.306437296970285
"AT1G04310",127.7336732282,-1.28039859446201,0.538085775986411,-2.37954365568353,0.0173340896527795,0.0723477367130367
"AT1G08080",9.6129201847064,6.80837032097565,2.72827884928484,2.49548183931431,0.0125786193890485,0.0564914855369973
"AT1G75550",269.746199250314,-0.675343064475422,0.3616691871949,-1.86729499881749,0.0618604034281794,0.188696949386902
"AT1G71890",1.25268163692929,-3.84112290221737,3.94101558939379,-0.974653059621166,0.329732384488088,NA
"AT1G05430",97.1389282054079,0.0381188088040437,0.648884548975518,0.0587451324957991,0.953155110852869,0.9783975661191
"AT1G80870",171.880795451056,-2.70286887947807,0.979006947862962,-2.7608270660163,0.00576551963944471,0.0300096071474768
"AT1G75310",197.095327588917,-0.522944349905459,0.469791041629643,-1.11314244752611,0.265647255715064,0.483403175188538
"AT1G02010",68.8335881416143,0.555219560371246,0.771056848960448,0.720076037350297,0.471478180451787,0.686149525780632
"AT1G47900",415.679808061223,-0.991296360635579,0.41894898498532,-2.36615052467621,0.0179741348796396,0.0742199007032847
"AT1G14315",4.74897082357018,5.79582292639209,3.85402095905927,1.50383793652404,0.132623100506509,0.31536634206333
"AT1G26760",20.9732775971843,-3.66906329755469,1.59007197379738,-2.30748252784577,0.0210279351701006,0.0839673180487396
"AT1G24575",112.497365986796,-0.44632026143343,0.736757065699472,-0.605790269564223,0.544654031955802,0.743163234402964
"AT1G12790",36.1190173272344,-1.22179438374771,1.27848555553201,-0.955657557851167,0.339245271766541,0.563605205791469
"AT1G04850",575.436563613957,0.0828179838961126,0.29765016786586,0.278239332065271,0.780828643806335,0.897573488696697
"AT1G31760",18.9058997831749,1.24465012806213,1.45254568981575,0.85687502760757,0.391513955317418,0.616681304909451
"AT1G33250",144.135760144545,1.56946484609214,0.469141450637055,3.34539794759328,0.000821645896807159,0.00576242369606372
"AT1G74000",0.213382492656992,1.28811607867659,4.05172432018911,0.317917996606558,0.750547140972048,NA
"AT1G55580",0.104390136410774,-0.888861202395605,4.07787327817204,-0.217971756786432,0.827451117156888,NA
"AT1G19715",270.277517583877,-0.220292517391693,0.363303043711508,-0.606360230680103,0.544275570900594,0.742995578590292
"AT1G69430",21.539427576764,2.49442645567066,1.4360164742387,1.73704584899911,0.082379078369996,0.229823398101323
"AT1G53340",3.19391773973417,4.10357335143573,3.91878759567419,1.04715380745961,0.295028645941945,0.517434855959718
"AT1G29890",278.388812012826,-0.512139159214662,0.504713967561766,-1.01471168251746,0.310243283619702,0.532303346019466
"AT1G80290",78.7377934433879,1.19307998028434,0.757152322282837,1.57574631308952,0.115084279505054,0.287908778417549
"AT1G56540",51.6432120304817,2.54017403492177,1.39121374831483,1.82586898526461,0.0678699989411727,0.201530221575066
"AT1G48650",250.672845151623,0.0815800341084418,0.503510032438177,0.162022658641779,0.87128801060478,0.943449738555991
"AT1G07030",231.297485501627,1.21380876426448,0.582555264631402,2.0835941891839,0.0371970960221459,0.13004444754826
"AT1G69860",0.730730954875419,-3.0763141629323,3.96460121060354,-0.775945422885038,0.437781211315033,NA
"AT1G10120",184.724182937904,-1.50062011750192,0.671435898616624,-2.23494174290306,0.0254211736249848,0.0967269001673179
"AT1G43650",79.5830443625752,-1.15736301420584,0.669215181301566,-1.72943329222578,0.0837315758558914,0.232112891475569
"AT1G09960",157.181723600643,0.669532853434578,0.680053127644832,0.984530217151287,0.324854881700133,0.549681688650924
"AT1G53625",379.878533879719,8.58678524190008,0.766702172540957,11.1996359856948,4.09412282304635e-29,3.50047501370463e-27
"AT1G63360",170.469892898538,-0.379891575864988,0.628594482120116,-0.604350796373035,0.5456104412026,0.743770012931282
"AT1G33330",59.0521105311651,-0.375855143171607,1.22953189689937,-0.305689623928778,0.759840974284065,0.885362414374304
"AT1G63430",344.231228614148,-0.410064702202158,0.351649504957985,-1.16611767234295,0.243566872444554,0.456078575617555
"AT1G80720",28.9864875904078,0.492553895788635,1.32217992405224,0.37253167048479,0.709497036452231,0.859915732735725
"AT1G69770",158.257773833274,-0.531948875590921,0.639241642927911,-0.832156167352368,0.405320801561465,0.628309035654565
"AT1G08460",55.1410884206567,-2.37748870217694,1.12005842293767,-2.12264704544724,0.033783439539259,0.12035350335861
"AT1G78710",0.072407361938907,0.904162758535613,4.06164825247882,0.222609813142682,0.823839198304063,NA
"AT1G08610",22.5783679957855,-0.513107281937335,1.87345500078507,-0.273882896425224,0.784174615881229,0.898185818899422
"AT1G17540",6.03307773245211,0.793671080285052,3.68421284697468,0.215424871811296,0.829436080295738,0.922805212110932
"AT1G27380",10.1695231833631,0.345983901229004,1.57346936086156,0.219886011024427,0.825959931287632,0.921891157709021
